,x1,Product List,Random Picker,x2,Sex List,Random Picker,x3,Random Age Generator,x4,Nationality List,Random Picker,x5,Region List,Random Picker,x6,Branches List,Random Picker,x7,Product List,Cost,Mapping to the product from D,x8,Month,Random Picker,x9,Level of Satisfaction,x10,Review Length (Word Count),x11,Number of Workers to Hire List,Mapping to Branch,x12
505,14B7E245,,Red Blouse,0 0 0 0 0 1 0 0,,Male,1 0,87,0 0 0 0 1,,Korean,0 0 0 1 0 0,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,180,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,1,1 0 0 0 0,28,1 0,,10,0 0 1
506,CE941AE7,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,28,0 0 1 0 0,,Other,0 0 0 0 0 1,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,220,1 0 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,5,0 0 0 0 1,82,0 1,,10,0 0 1
507,D11E2182,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,52,0 0 0 1 0,,Filipino,1 0 0 0 0 0,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,160,1 0 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,52,0 1,,12,0 0 1
508,01FDFFC2,,Red Blouse,0 0 0 0 0 1 0 0,,Male,1 0,87,0 0 0 0 1,,American,0 1 0 0 0 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,180,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,5,0 0 0 0 1,73,0 1,,16,0 0 1
509,B855B9F7,,Sundress,0 0 0 0 1 0 0 0,,Male,1 0,80,0 0 0 0 1,,Other,0 0 0 0 0 1,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,1500,0 0 0 1,,August,0 0 0 0 0 0 0 1 0 0 0 0,5,0 0 0 0 1,92,0 1,,12,0 0 1
510,B5427F88,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,47,0 0 0 1 0,,American,0 1 0 0 0 0,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,900,0 0 1 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,4,0 0 0 1 0,42,1 0,,12,0 0 1
511,7158D864,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,67,0 0 0 0 1,,Other,0 0 0 0 0 1,,Luzon,0 1 0 0,,Branch 4,0 0 0 1,,,154,1 0 0 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,5,0 0 0 0 1,24,1 0,,12,0 0 1
512,8A401DD9,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,63,0 0 0 0 1,,Korean,0 0 0 1 0 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,180,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,1,1 0 0 0 0,50,0 1,,16,0 0 1
513,4CACFC12,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,35,0 0 1 0 0,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,260,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,3,0 0 1 0 0,2,1 0,,12,0 0 1
514,24CDFA84,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,13,0 1 0 0 0,,Filipino,1 0 0 0 0 0,,Visayas,0 0 1 0,,Branch 3,0 0 1 0,,,900,0 0 1 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,7,1 0,,12,0 0 1
515,C449F82E,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,37,0 0 1 0 0,,Filipino,1 0 0 0 0 0,,Luzon,0 1 0 0,,Branch 4,0 0 0 1,,,160,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,3,0 0 1 0 0,10,1 0,,12,0 0 1
516,77FAFDCD,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,73,0 0 0 0 1,,Korean,0 0 0 1 0 0,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,160,1 0 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,2,0 1 0 0 0,34,1 0,,10,0 0 1
517,8FA26DB5,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,62,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,154,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,5,0 0 0 0 1,94,0 1,,12,0 0 1
518,BBE374A3,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,42,0 0 0 1 0,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,900,0 0 1 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,3,0 0 1 0 0,37,1 0,,12,0 0 1
519,160149F2,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,65,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,1500,0 0 0 1,,December,0 0 0 0 0 0 0 0 0 0 0 1,5,0 0 0 0 1,76,0 1,,16,0 0 1
520,7E664DCE,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,87,0 0 0 0 1,,Korean,0 0 0 1 0 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,1500,0 0 0 1,,December,0 0 0 0 0 0 0 0 0 0 0 1,1,1 0 0 0 0,65,0 1,,16,0 0 1
521,7AA40597,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,11,1 0 0 0 0,,Korean,0 0 0 1 0 0,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,220,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,4,0 0 0 1 0,72,0 1,,10,0 0 1
522,B9F150E3,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,25,0 0 1 0 0,,Korean,0 0 0 1 0 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,260,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,4,0 0 0 1 0,41,1 0,,12,0 0 1
523,6631B01C,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,81,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,220,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,2,0 1 0 0 0,88,0 1,,10,0 0 1
524,4F2DF885,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,52,0 0 0 1 0,,American,0 1 0 0 0 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,260,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,4,0 0 0 1 0,13,1 0,,12,0 0 1
525,FCAB0282,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,16,0 1 0 0 0,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,900,0 0 1 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,4,0 0 0 1 0,11,1 0,,12,0 0 1
526,0ECED50E,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,33,0 0 1 0 0,,Other,0 0 0 0 0 1,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,900,0 0 1 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,2,0 1 0 0 0,88,0 1,,12,0 0 1
527,8DF00624,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,77,0 0 0 0 1,,American,0 1 0 0 0 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,220,1 0 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,5,0 0 0 0 1,100,0 1,,12,0 0 1
528,3A5795D4,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,67,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Mindanao,0 0 0 1,,Branch 2,0 1 0 0,,,180,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,3,0 0 1 0 0,81,0 1,,10,0 0 1
529,B5BC0E43,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,72,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,160,1 0 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,66,0 1,,10,0 0 1
530,F3B82366,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,52,0 0 0 1 0,,Other,0 0 0 0 0 1,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,220,1 0 0 0,,September,0 0 0 0 0 0 0 0 1 0 0 0,3,0 0 1 0 0,97,0 1,,16,0 0 1
531,06C10AA5,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,72,0 0 0 0 1,,Other,0 0 0 0 0 1,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,180,1 0 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,4,0 0 0 1 0,88,0 1,,10,0 0 1
532,0E356AD4,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,67,0 0 0 0 1,,Korean,0 0 0 1 0 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,900,0 0 1 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,95,0 1,,16,0 0 1
533,7F977418,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,55,0 0 0 1 0,,American,0 1 0 0 0 0,,Luzon,0 1 0 0,,Branch 4,0 0 0 1,,,260,1 0 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,65,0 1,,12,0 0 1
534,8DA0C0A6,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,61,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,1500,0 0 0 1,,March,0 0 1 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,64,0 1,,12,0 0 1
535,E7C85CCC,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,73,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,1500,0 0 0 1,,August,0 0 0 0 0 0 0 1 0 0 0 0,4,0 0 0 1 0,81,0 1,,12,0 0 1
536,7588FB38,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,17,0 1 0 0 0,,Japanese,0 0 1 0 0 0,,Mindanao,0 0 0 1,,Branch 2,0 1 0 0,,,154,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,3,0 0 1 0 0,10,1 0,,10,0 0 1
537,938B6247,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,40,0 0 0 1 0,,Japanese,0 0 1 0 0 0,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,220,1 0 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,5,0 0 0 0 1,58,0 1,,12,0 0 1
538,571EAE80,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,23,0 0 1 0 0,,Other,0 0 0 0 0 1,,Mindanao,0 0 0 1,,Branch 4,0 0 0 1,,,154,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,4,0 0 0 1 0,31,1 0,,12,0 0 1
539,B62A892E,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,60,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,220,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,2,0 1 0 0 0,77,0 1,,12,0 0 1
540,F437291B,,Sundress,0 0 0 0 1 0 0 0,,Male,1 0,36,0 0 1 0 0,,Japanese,0 0 1 0 0 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,1500,0 0 0 1,,February,0 1 0 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,51,0 1,,16,0 0 1
541,699A4269,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,84,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,154,1 0 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,89,0 1,,16,0 0 1
542,D6701498,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,54,0 0 0 1 0,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,900,0 0 1 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,20,1 0,,16,0 0 1
543,75F42551,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,81,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,160,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,1,1 0 0 0 0,31,1 0,,12,0 0 1
544,8D2FE5A6,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,44,0 0 0 1 0,,Filipino,1 0 0 0 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,1500,0 0 0 1,,December,0 0 0 0 0 0 0 0 0 0 0 1,4,0 0 0 1 0,60,0 1,,12,0 0 1
545,016719F8,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,25,0 0 1 0 0,,Other,0 0 0 0 0 1,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,260,1 0 0 0,,September,0 0 0 0 0 0 0 0 1 0 0 0,2,0 1 0 0 0,11,1 0,,16,0 0 1
546,725D75FD,,Sundress,0 0 0 0 1 0 0 0,,Male,1 0,11,1 0 0 0 0,,Chinese,0 0 0 0 1 0,,Luzon,0 1 0 0,,Branch 4,0 0 0 1,,,1500,0 0 0 1,,February,0 1 0 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,0,1 0,,12,0 0 1
547,0117FD46,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,25,0 0 1 0 0,,Korean,0 0 0 1 0 0,,Mindanao,0 0 0 1,,Branch 4,0 0 0 1,,,154,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,2,0 1 0 0 0,18,1 0,,12,0 0 1
548,0E6B7228,,Sundress,0 0 0 0 1 0 0 0,,Male,1 0,41,0 0 0 1 0,,Other,0 0 0 0 0 1,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,1500,0 0 0 1,,September,0 0 0 0 0 0 0 0 1 0 0 0,3,0 0 1 0 0,30,1 0,,12,0 0 1
549,219A01B3,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,31,0 0 1 0 0,,American,0 1 0 0 0 0,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,220,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,18,1 0,,10,0 0 1
550,0EFA7D23,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,76,0 0 0 0 1,,Korean,0 0 0 1 0 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,1500,0 0 0 1,,November,0 0 0 0 0 0 0 0 0 0 1 0,5,0 0 0 0 1,88,0 1,,16,0 0 1
551,0A564F57,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,23,0 0 1 0 0,,Japanese,0 0 1 0 0 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,260,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,5,0 0 0 0 1,9,1 0,,16,0 0 1
552,FA1F2F0C,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,14,0 1 0 0 0,,Japanese,0 0 1 0 0 0,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,900,0 0 1 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,4,0 0 0 1 0,51,0 1,,12,0 0 1
553,3EAEA91E,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,15,0 1 0 0 0,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,1500,0 0 0 1,,April,0 0 0 1 0 0 0 0 0 0 0 0,5,0 0 0 0 1,74,0 1,,12,0 0 1
554,7987521A,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,24,0 0 1 0 0,,Other,0 0 0 0 0 1,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,220,1 0 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,2,0 1 0 0 0,44,1 0,,10,0 0 1
555,5A1F193D,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,41,0 0 0 1 0,,Chinese,0 0 0 0 1 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,600,0 1 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,82,0 1,,10,0 0 1
556,068BFF16,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,90,0 0 0 0 1,,Other,0 0 0 0 0 1,,Visayas,0 0 1 0,,Branch 3,0 0 1 0,,,220,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,4,0 0 0 1 0,95,0 1,,12,0 0 1
557,265EEAA9,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,60,0 0 0 0 1,,American,0 1 0 0 0 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,900,0 0 1 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,2,0 1 0 0 0,43,1 0,,10,0 0 1
558,90F48459,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,82,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,160,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,2,0 1 0 0 0,51,0 1,,12,0 0 1
559,C3C1736B,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,90,0 0 0 0 1,,American,0 1 0 0 0 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,900,0 0 1 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,75,0 1,,12,0 0 1
560,38083406,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,23,0 0 1 0 0,,American,0 1 0 0 0 0,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,600,0 1 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,4,0 0 0 1 0,41,1 0,,12,0 0 1
561,411B70ED,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,50,0 0 0 1 0,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,900,0 0 1 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,4,0 0 0 1 0,62,0 1,,16,0 0 1
562,86CB8263,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,11,1 0 0 0 0,,Korean,0 0 0 1 0 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,260,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,1,1 0 0 0 0,16,1 0,,16,0 0 1
563,0979FED2,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,63,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,160,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,3,0 0 1 0 0,42,1 0,,16,0 0 1
564,AB271364,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,53,0 0 0 1 0,,American,0 1 0 0 0 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,180,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,2,0 1 0 0 0,54,0 1,,12,0 0 1
565,37446A18,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,49,0 0 0 1 0,,American,0 1 0 0 0 0,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,220,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,5,0 0 0 0 1,99,0 1,,12,0 0 1
566,8A7DA2B6,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,77,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,260,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,4,0 0 0 1 0,95,0 1,,10,0 0 1
567,66326142,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,81,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,1500,0 0 0 1,,March,0 0 1 0 0 0 0 0 0 0 0 0,3,0 0 1 0 0,92,0 1,,12,0 0 1
568,3F1FE312,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,68,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,1500,0 0 0 1,,October,0 0 0 0 0 0 0 0 0 1 0 0,5,0 0 0 0 1,74,0 1,,12,0 0 1
569,0C144DCB,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,46,0 0 0 1 0,,Other,0 0 0 0 0 1,,Mindanao,0 0 0 1,,Branch 4,0 0 0 1,,,260,1 0 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,3,0 0 1 0 0,22,1 0,,12,0 0 1
570,AF5BBC4D,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,85,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,220,1 0 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,3,0 0 1 0 0,6,1 0,,16,0 0 1
571,BC03D111,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,59,0 0 0 1 0,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,600,0 1 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,6,1 0,,16,0 0 1
572,72D68CBF,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,17,0 1 0 0 0,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,900,0 0 1 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,3,0 0 1 0 0,31,1 0,,16,0 0 1
573,4C6EB0CB,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,79,0 0 0 0 1,,Korean,0 0 0 1 0 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,154,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,3,0 0 1 0 0,76,0 1,,16,0 0 1
574,E3B84F29,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,14,0 1 0 0 0,,American,0 1 0 0 0 0,,Mindanao,0 0 0 1,,Branch 2,0 1 0 0,,,154,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,21,1 0,,10,0 0 1
575,76CEB213,,Red Blouse,0 0 0 0 0 1 0 0,,Male,1 0,67,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,180,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,3,0 0 1 0 0,38,1 0,,12,0 0 1
576,F127CCA5,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,25,0 0 1 0 0,,Filipino,1 0 0 0 0 0,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,154,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,36,1 0,,12,0 0 1
577,C40529B6,,Sundress,0 0 0 0 1 0 0 0,,Male,1 0,44,0 0 0 1 0,,Japanese,0 0 1 0 0 0,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,1500,0 0 0 1,,August,0 0 0 0 0 0 0 1 0 0 0 0,2,0 1 0 0 0,75,0 1,,10,0 0 1
578,5DF63BC7,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,75,0 0 0 0 1,,American,0 1 0 0 0 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,160,1 0 0 0,,September,0 0 0 0 0 0 0 0 1 0 0 0,2,0 1 0 0 0,24,1 0,,16,0 0 1
579,0A7942A9,,Sundress,0 0 0 0 1 0 0 0,,Male,1 0,86,0 0 0 0 1,,American,0 1 0 0 0 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,1500,0 0 0 1,,April,0 0 0 1 0 0 0 0 0 0 0 0,5,0 0 0 0 1,17,1 0,,10,0 0 1
580,7B5AF2E6,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,39,0 0 1 0 0,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,900,0 0 1 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,2,0 1 0 0 0,47,1 0,,10,0 0 1
581,4784447B,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,22,0 0 1 0 0,,Chinese,0 0 0 0 1 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,900,0 0 1 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,4,0 0 0 1 0,76,0 1,,16,0 0 1
582,FA860E39,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,47,0 0 0 1 0,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,154,1 0 0 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,5,0 0 0 0 1,66,0 1,,10,0 0 1
583,94A756A6,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,32,0 0 1 0 0,,American,0 1 0 0 0 0,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,154,1 0 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,5,0 0 0 0 1,82,0 1,,10,0 0 1
584,1ADB33C3,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,79,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,180,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,88,0 1,,16,0 0 1
585,86BA890A,,Sundress,0 0 0 0 1 0 0 0,,Male,1 0,40,0 0 0 1 0,,Other,0 0 0 0 0 1,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,1500,0 0 0 1,,February,0 1 0 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,60,0 1,,10,0 0 1
586,A413D32B,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,72,0 0 0 0 1,,American,0 1 0 0 0 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,160,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,2,0 1 0 0 0,34,1 0,,12,0 0 1
587,91FD25C3,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,22,0 0 1 0 0,,Other,0 0 0 0 0 1,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,160,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,2,0 1 0 0 0,29,1 0,,12,0 0 1
