,datetime,water_level,station,24hr
109211,2022-06-25,11.36,Mt. Aries,0.0
109212,2022-06-25,11.36,Mt. Campana,0.0
109213,2022-06-25,11.36,Mt. Oro,0.0
109214,2022-06-25,11.36,Nangka,0.0
109215,2022-06-25,11.36,Napindan,0.0
109216,2022-06-25,11.36,Pacweld,0.0
109217,2022-06-25,11.36,Pasig City Hall,0.0
109218,2022-06-25,11.36,Pintong Bukawe,0.0
109219,2022-06-25,11.36,Port Area Synop,0.0
109220,2022-06-25,11.36,San Mateo-2,0.0
109221,2022-06-25,11.36,San Pedro 9 Chapel,1.0
109222,2022-06-25,11.36,Science Garden,1.0
109223,2022-06-25,11.36,Sitio Wawa,0.0
109224,2022-06-25,11.36,Taytay,0.0
109225,2022-06-25,11.36,Valenzuela NHS,0.5
109824,2022-06-26,11.32,Airport (PAGASA),0.0
109825,2022-06-26,11.32,Antipolo,0.0
109826,2022-06-26,11.32,Bagong Nayon,0.0
109827,2022-06-26,11.32,Boso Boso,0.0
109828,2022-06-26,11.32,Calawis,0.0
109829,2022-06-26,11.32,Guadanoville,0.0
109830,2022-06-26,11.32,Ko-Phil IT Center,0.0
109831,2022-06-26,11.32,La Mesa Dam,0.0
109832,2022-06-26,11.32,Macabud,0.0
109833,2022-06-26,11.32,Mandaluyong,0.0
109834,2022-06-26,11.32,Marikina (Youth Camp),0.0
109835,2022-06-26,11.32,Mt. Aries,0.0
109836,2022-06-26,11.32,Mt. Campana,0.0
109837,2022-06-26,11.32,Mt. Oro,0.0
109838,2022-06-26,11.32,Nangka,0.0
109839,2022-06-26,11.32,Napindan,0.0
109840,2022-06-26,11.32,Pacweld,0.0
109841,2022-06-26,11.32,Pasig City Hall,0.0
109842,2022-06-26,11.32,Pintong Bukawe,0.0
109843,2022-06-26,11.32,Port Area Synop,0.0
109844,2022-06-26,11.32,San Mateo-2,0.0
109845,2022-06-26,11.32,San Pedro 9 Chapel,0.0
109846,2022-06-26,11.32,Science Garden,0.0
109847,2022-06-26,11.32,Sitio Wawa,0.0
109848,2022-06-26,11.32,Taytay,0.0
109849,2022-06-26,11.32,Valenzuela NHS,2.5
110448,2022-06-27,11.33,Airport (PAGASA),1.5
110449,2022-06-27,11.33,Antipolo,8.0
110450,2022-06-27,11.33,Bagong Nayon,2.0
110451,2022-06-27,11.33,Boso Boso,5.0
110452,2022-06-27,11.33,Calawis,3.5
110453,2022-06-27,11.33,Guadanoville,0.0
110454,2022-06-27,11.33,Ko-Phil IT Center,0.0
110455,2022-06-27,11.33,La Mesa Dam,1.0
110456,2022-06-27,11.33,Macabud,2.5
110457,2022-06-27,11.33,Mandaluyong,0.0
110458,2022-06-27,11.33,Marikina (Youth Camp),0.0
110459,2022-06-27,11.33,Mt. Aries,2.0
110460,2022-06-27,11.33,Mt. Campana,10.0
110461,2022-06-27,11.33,Mt. Oro,4.0
110462,2022-06-27,11.33,Nangka,1.0
110463,2022-06-27,11.33,Napindan,2.0
110464,2022-06-27,11.33,Pacweld,0.0
110465,2022-06-27,11.33,Pasig City Hall,2.5
110466,2022-06-27,11.33,Pintong Bukawe,1.5
110467,2022-06-27,11.33,Port Area Synop,0.5
110468,2022-06-27,11.33,San Mateo-2,2.0
110469,2022-06-27,11.33,San Pedro 9 Chapel,0.0
110470,2022-06-27,11.33,Science Garden,2.0
110471,2022-06-27,11.33,Sitio Wawa,2.5
110472,2022-06-27,11.33,Taytay,0.0
110473,2022-06-27,11.33,Valenzuela NHS,0.0
111072,2022-06-28,11.31,Airport (PAGASA),0.0
111073,2022-06-28,11.31,Antipolo,1.0
111074,2022-06-28,11.31,Bagong Nayon,1.0
111075,2022-06-28,11.31,Boso Boso,3.0
111076,2022-06-28,11.31,Calawis,10.0
111077,2022-06-28,11.31,Guadanoville,1.0
111078,2022-06-28,11.31,Ko-Phil IT Center,0.5
111079,2022-06-28,11.31,La Mesa Dam,1.0
111080,2022-06-28,11.31,Macabud,1.0
111081,2022-06-28,11.31,Mandaluyong,0.0
111082,2022-06-28,11.31,Marikina (Youth Camp),0.0
111083,2022-06-28,11.31,Mt. Aries,1.0
111084,2022-06-28,11.31,Mt. Campana,43.0
111085,2022-06-28,11.31,Mt. Oro,1.0
111086,2022-06-28,11.31,Nangka,1.0
111087,2022-06-28,11.31,Napindan,0.0
111088,2022-06-28,11.31,Pacweld,0.0
111089,2022-06-28,11.31,Pasig City Hall,0.0
111090,2022-06-28,11.31,Pintong Bukawe,0.0
111091,2022-06-28,11.31,Port Area Synop,0.0
111092,2022-06-28,11.31,San Mateo-2,1.0
111093,2022-06-28,11.31,San Pedro 9 Chapel,0.0
111094,2022-06-28,11.31,Science Garden,9.0
111095,2022-06-28,11.31,Sitio Wawa,2.5
111096,2022-06-28,11.31,Taytay,0.0
111097,2022-06-28,11.31,Valenzuela NHS,0.0
111696,2022-06-29,11.46,Airport (PAGASA),31.0
111697,2022-06-29,11.46,Antipolo,6.5
111698,2022-06-29,11.46,Bagong Nayon,1.0
111699,2022-06-29,11.46,Boso Boso,0.0
111700,2022-06-29,11.46,Calawis,0.0
111701,2022-06-29,11.46,Guadanoville,2.0
111702,2022-06-29,11.46,Ko-Phil IT Center,5.0
111703,2022-06-29,11.46,La Mesa Dam,9.0
111704,2022-06-29,11.46,Macabud,0.0
111705,2022-06-29,11.46,Mandaluyong,0.0
111706,2022-06-29,11.46,Marikina (Youth Camp),0.0
111707,2022-06-29,11.46,Mt. Aries,0.0
111708,2022-06-29,11.46,Mt. Campana,1.0
111709,2022-06-29,11.46,Mt. Oro,1.0
111710,2022-06-29,11.46,Nangka,24.0
111711,2022-06-29,11.46,Napindan,29.0
111712,2022-06-29,11.46,Pacweld,0.0
111713,2022-06-29,11.46,Pasig City Hall,37.0
111714,2022-06-29,11.46,Pintong Bukawe,17.5
111715,2022-06-29,11.46,Port Area Synop,32.5
111716,2022-06-29,11.46,San Mateo-2,5.0
111717,2022-06-29,11.46,San Pedro 9 Chapel,8.5
111718,2022-06-29,11.46,Science Garden,16.0
111719,2022-06-29,11.46,Sitio Wawa,0.0
111720,2022-06-29,11.46,Taytay,0.0
111721,2022-06-29,11.46,Valenzuela NHS,23.0
112320,2022-06-30,11.58,Airport (PAGASA),0.0
112321,2022-06-30,11.58,Antipolo,4.0
112322,2022-06-30,11.58,Bagong Nayon,5.5
112323,2022-06-30,11.58,Boso Boso,8.0
112324,2022-06-30,11.58,Calawis,0.0
112325,2022-06-30,11.58,Guadanoville,3.0
112326,2022-06-30,11.58,Ko-Phil IT Center,2.5
112327,2022-06-30,11.58,La Mesa Dam,4.0
112328,2022-06-30,11.58,Macabud,0.5
112329,2022-06-30,11.58,Mandaluyong,0.0
112330,2022-06-30,11.58,Marikina (Youth Camp),0.0
112331,2022-06-30,11.58,Mt. Aries,4.0
112332,2022-06-30,11.58,Mt. Campana,2.0
112333,2022-06-30,11.58,Mt. Oro,1.0
112334,2022-06-30,11.58,Nangka,10.0
112335,2022-06-30,11.58,Napindan,14.0
112336,2022-06-30,11.58,Pacweld,0.0
112337,2022-06-30,11.58,Pasig City Hall,13.0
112338,2022-06-30,11.58,Pintong Bukawe,1.5
112339,2022-06-30,11.58,Port Area Synop,5.5
112340,2022-06-30,11.58,San Mateo-2,9.5
112341,2022-06-30,11.58,San Pedro 9 Chapel,4.0
112342,2022-06-30,11.58,Science Garden,0.0
112343,2022-06-30,11.58,Sitio Wawa,0.0
112344,2022-06-30,11.58,Taytay,2.5
112345,2022-06-30,11.58,Valenzuela NHS,2.5
112944,2022-07-01,11.97,Airport (PAGASA),1.5
112945,2022-07-01,11.97,Antipolo,3.0
112946,2022-07-01,11.97,Bagong Nayon,3.5
112947,2022-07-01,11.97,Boso Boso,22.0
112948,2022-07-01,11.97,Calawis,0.0
112949,2022-07-01,11.97,Guadanoville,5.5
112950,2022-07-01,11.97,Ko-Phil IT Center,0.5
112951,2022-07-01,11.97,La Mesa Dam,1.0
112952,2022-07-01,11.97,Macabud,27.0
112953,2022-07-01,11.97,Mandaluyong,0.0
112954,2022-07-01,11.97,Marikina (Youth Camp),0.0
112955,2022-07-01,11.97,Mt. Aries,14.0
112956,2022-07-01,11.97,Mt. Campana,20.0
112957,2022-07-01,11.97,Mt. Oro,44.0
112958,2022-07-01,11.97,Nangka,10.0
112959,2022-07-01,11.97,Napindan,2.0
112960,2022-07-01,11.97,Pacweld,0.0
112961,2022-07-01,11.97,Pasig City Hall,2.5
112962,2022-07-01,11.97,Pintong Bukawe,0.0
112963,2022-07-01,11.97,Port Area Synop,0.0
112964,2022-07-01,11.97,San Mateo-2,11.5
112965,2022-07-01,11.97,San Pedro 9 Chapel,0.0
112966,2022-07-01,11.97,Science Garden,3.0
112967,2022-07-01,11.97,Sitio Wawa,26.0
112968,2022-07-01,11.97,Taytay,6.5
112969,2022-07-01,11.97,Valenzuela NHS,0.0
113568,2022-07-02,12.07,Airport (PAGASA),0.0
113569,2022-07-02,12.07,Antipolo,1.0
113570,2022-07-02,12.07,Bagong Nayon,0.5
113571,2022-07-02,12.07,Boso Boso,1.0
113572,2022-07-02,12.07,Calawis,0.0
113573,2022-07-02,12.07,Guadanoville,11.0
113574,2022-07-02,12.07,Ko-Phil IT Center,13.5
113575,2022-07-02,12.07,La Mesa Dam,10.5
113576,2022-07-02,12.07,Macabud,14.0
113577,2022-07-02,12.07,Mandaluyong,0.0
113578,2022-07-02,12.07,Marikina (Youth Camp),2.5
113579,2022-07-02,12.07,Mt. Aries,3.0
113580,2022-07-02,12.07,Mt. Campana,2.0
113581,2022-07-02,12.07,Mt. Oro,4.0
113582,2022-07-02,12.07,Nangka,2.0
113583,2022-07-02,12.07,Napindan,1.0
113584,2022-07-02,12.07,Pacweld,0.0
113585,2022-07-02,12.07,Pasig City Hall,1.0
113586,2022-07-02,12.07,Pintong Bukawe,0.0
113587,2022-07-02,12.07,Port Area Synop,5.0
113588,2022-07-02,12.07,San Mateo-2,4.0
113589,2022-07-02,12.07,San Pedro 9 Chapel,18.5
113590,2022-07-02,12.07,Science Garden,3.0
113591,2022-07-02,12.07,Sitio Wawa,5.5
113592,2022-07-02,12.07,Taytay,0.5
113593,2022-07-02,12.07,Valenzuela NHS,10.0
114192,2022-07-03,11.37,Airport (PAGASA),0.0
114193,2022-07-03,11.37,Antipolo,0.0
114194,2022-07-03,11.37,Bagong Nayon,0.0
114195,2022-07-03,11.37,Boso Boso,0.0
114196,2022-07-03,11.37,Calawis,0.0
114197,2022-07-03,11.37,Guadanoville,0.0
114198,2022-07-03,11.37,Ko-Phil IT Center,0.0
114199,2022-07-03,11.37,La Mesa Dam,0.0
114200,2022-07-03,11.37,Macabud,0.0
114201,2022-07-03,11.37,Mandaluyong,0.0
114202,2022-07-03,11.37,Marikina (Youth Camp),0.0
114203,2022-07-03,11.37,Mt. Aries,0.0
114204,2022-07-03,11.37,Mt. Campana,0.0
114205,2022-07-03,11.37,Mt. Oro,0.0
114206,2022-07-03,11.37,Nangka,0.0
114207,2022-07-03,11.37,Napindan,0.0
114208,2022-07-03,11.37,Pacweld,0.0
114209,2022-07-03,11.37,Pasig City Hall,0.0
114210,2022-07-03,11.37,Pintong Bukawe,0.0
114211,2022-07-03,11.37,Port Area Synop,2.0
114212,2022-07-03,11.37,San Mateo-2,0.5
114213,2022-07-03,11.37,San Pedro 9 Chapel,0.0
114214,2022-07-03,11.37,Science Garden,1.0
114215,2022-07-03,11.37,Sitio Wawa,0.0
114216,2022-07-03,11.37,Taytay,0.0
114217,2022-07-03,11.37,Valenzuela NHS,0.0
114816,2022-07-04,11.88,Airport (PAGASA),0.0
114817,2022-07-04,11.88,Antipolo,0.0
114818,2022-07-04,11.88,Bagong Nayon,0.0
114819,2022-07-04,11.88,Boso Boso,0.0
114820,2022-07-04,11.88,Calawis,0.0
114821,2022-07-04,11.88,Guadanoville,0.0
114822,2022-07-04,11.88,Ko-Phil IT Center,0.0
114823,2022-07-04,11.88,La Mesa Dam,0.0
114824,2022-07-04,11.88,Macabud,0.0
114825,2022-07-04,11.88,Mandaluyong,0.0
114826,2022-07-04,11.88,Marikina (Youth Camp),0.0
114827,2022-07-04,11.88,Mt. Aries,0.0
114828,2022-07-04,11.88,Mt. Campana,0.0
114829,2022-07-04,11.88,Mt. Oro,0.0
114830,2022-07-04,11.88,Nangka,0.0
114831,2022-07-04,11.88,Napindan,0.0
114832,2022-07-04,11.88,Pacweld,0.0
114833,2022-07-04,11.88,Pasig City Hall,0.0
114834,2022-07-04,11.88,Pintong Bukawe,0.5
114835,2022-07-04,11.88,Port Area Synop,0.0
114836,2022-07-04,11.88,San Mateo-2,0.0
114837,2022-07-04,11.88,San Pedro 9 Chapel,0.0
114838,2022-07-04,11.88,Science Garden,0.0
114839,2022-07-04,11.88,Sitio Wawa,0.0
114840,2022-07-04,11.88,Taytay,0.0
114841,2022-07-04,11.88,Valenzuela NHS,0.0
115440,2022-07-05,11.47,Airport (PAGASA),2.5
115441,2022-07-05,11.47,Antipolo,1.0
115442,2022-07-05,11.47,Bagong Nayon,1.5
115443,2022-07-05,11.47,Boso Boso,1.0
115444,2022-07-05,11.47,Calawis,0.0
115445,2022-07-05,11.47,Guadanoville,12.0
115446,2022-07-05,11.47,Ko-Phil IT Center,6.0
115447,2022-07-05,11.47,La Mesa Dam,11.0
115448,2022-07-05,11.47,Macabud,59.5
115449,2022-07-05,11.47,Mandaluyong,0.0
115450,2022-07-05,11.47,Marikina (Youth Camp),5.5
115451,2022-07-05,11.47,Mt. Aries,3.0
115452,2022-07-05,11.47,Mt. Campana,10.0
115453,2022-07-05,11.47,Mt. Oro,29.0
115454,2022-07-05,11.47,Nangka,12.0
115455,2022-07-05,11.47,Napindan,1.0
115456,2022-07-05,11.47,Pacweld,4.5
115457,2022-07-05,11.47,Pasig City Hall,1.5
115458,2022-07-05,11.47,Pintong Bukawe,3.5
115459,2022-07-05,11.47,Port Area Synop,4.5
115460,2022-07-05,11.47,San Mateo-2,15.5
115461,2022-07-05,11.47,San Pedro 9 Chapel,4.0
115462,2022-07-05,11.47,Science Garden,6.0
115463,2022-07-05,11.47,Sitio Wawa,5.5
115464,2022-07-05,11.47,Taytay,1.0
115465,2022-07-05,11.47,Valenzuela NHS,4.0
116064,2022-07-06,11.58,Airport (PAGASA),1.5
116065,2022-07-06,11.58,Antipolo,3.5
116066,2022-07-06,11.58,Bagong Nayon,6.5
116067,2022-07-06,11.58,Boso Boso,0.0
116068,2022-07-06,11.58,Calawis,0.0
116069,2022-07-06,11.58,Guadanoville,35.5
116070,2022-07-06,11.58,Ko-Phil IT Center,15.0
116071,2022-07-06,11.58,La Mesa Dam,18.0
116072,2022-07-06,11.58,Macabud,4.5
116073,2022-07-06,11.58,Mandaluyong,0.0
116074,2022-07-06,11.58,Marikina (Youth Camp),11.5
116075,2022-07-06,11.58,Mt. Aries,9.0
116076,2022-07-06,11.58,Mt. Campana,0.0
116077,2022-07-06,11.58,Mt. Oro,5.0
116078,2022-07-06,11.58,Nangka,4.0
116079,2022-07-06,11.58,Napindan,1.0
116080,2022-07-06,11.58,Pacweld,7.5
116081,2022-07-06,11.58,Pasig City Hall,1.0
116082,2022-07-06,11.58,Pintong Bukawe,5.5
116083,2022-07-06,11.58,Port Area Synop,1.0
116084,2022-07-06,11.58,San Mateo-2,9.0
116085,2022-07-06,11.58,San Pedro 9 Chapel,20.0
116086,2022-07-06,11.58,Science Garden,5.0
116087,2022-07-06,11.58,Sitio Wawa,19.5
116088,2022-07-06,11.58,Taytay,0.0
116089,2022-07-06,11.58,Valenzuela NHS,5.5
116688,2022-07-07,11.41,Airport (PAGASA),2.0
116689,2022-07-07,11.41,Antipolo,19.5
116690,2022-07-07,11.41,Bagong Nayon,5.5
116691,2022-07-07,11.41,Boso Boso,22.0
116692,2022-07-07,11.41,Calawis,0.0
116693,2022-07-07,11.41,Guadanoville,0.5
116694,2022-07-07,11.41,Ko-Phil IT Center,12.5
116695,2022-07-07,11.41,La Mesa Dam,1.5
116696,2022-07-07,11.41,Macabud,3.5
116697,2022-07-07,11.41,Mandaluyong,0.0
116698,2022-07-07,11.41,Marikina (Youth Camp),1.0
116699,2022-07-07,11.41,Mt. Aries,3.0
116700,2022-07-07,11.41,Mt. Campana,19.0
116701,2022-07-07,11.41,Mt. Oro,3.0
116702,2022-07-07,11.41,Nangka,0.0
116703,2022-07-07,11.41,Napindan,29.0
116704,2022-07-07,11.41,Pacweld,4.5
116705,2022-07-07,11.41,Pasig City Hall,24.5
116706,2022-07-07,11.41,Pintong Bukawe,1.0
116707,2022-07-07,11.41,Port Area Synop,5.0
116708,2022-07-07,11.41,San Mateo-2,0.5
116709,2022-07-07,11.41,San Pedro 9 Chapel,24.5
116710,2022-07-07,11.41,Science Garden,3.0
116711,2022-07-07,11.41,Sitio Wawa,3.0
116712,2022-07-07,11.41,Taytay,16.5
116713,2022-07-07,11.41,Valenzuela NHS,5.0
117312,2022-07-08,11.7,Airport (PAGASA),2.5
117313,2022-07-08,11.7,Antipolo,28.0
117314,2022-07-08,11.7,Bagong Nayon,17.5
117315,2022-07-08,11.7,Boso Boso,8.0
117316,2022-07-08,11.7,Calawis,0.0
117317,2022-07-08,11.7,Guadanoville,73.0
117318,2022-07-08,11.7,Ko-Phil IT Center,24.0
117319,2022-07-08,11.7,La Mesa Dam,54.0
117320,2022-07-08,11.7,Macabud,42.5
117321,2022-07-08,11.7,Mandaluyong,25.0
117322,2022-07-08,11.7,Marikina (Youth Camp),54.5
117323,2022-07-08,11.7,Mt. Aries,20.0
117324,2022-07-08,11.7,Mt. Campana,13.0
117325,2022-07-08,11.7,Mt. Oro,63.0
117326,2022-07-08,11.7,Nangka,11.0
117327,2022-07-08,11.7,Napindan,14.0
117328,2022-07-08,11.7,Pacweld,49.0
117329,2022-07-08,11.7,Pasig City Hall,21.0
117330,2022-07-08,11.7,Pintong Bukawe,1.0
117331,2022-07-08,11.7,Port Area Synop,6.5
117332,2022-07-08,11.7,San Mateo-2,42.0
117333,2022-07-08,11.7,San Pedro 9 Chapel,23.5
117334,2022-07-08,11.7,Science Garden,42.0
117335,2022-07-08,11.7,Sitio Wawa,26.0
117336,2022-07-08,11.7,Taytay,28.0
117337,2022-07-08,11.7,Valenzuela NHS,35.0
117936,2022-07-09,11.5,Airport (PAGASA),0.0
117937,2022-07-09,11.5,Antipolo,0.0
117938,2022-07-09,11.5,Bagong Nayon,7.0
117939,2022-07-09,11.5,Boso Boso,2.0
117940,2022-07-09,11.5,Calawis,0.0
117941,2022-07-09,11.5,Guadanoville,6.0
117942,2022-07-09,11.5,Ko-Phil IT Center,0.5
117943,2022-07-09,11.5,La Mesa Dam,0.5
117944,2022-07-09,11.5,Macabud,1.5
117945,2022-07-09,11.5,Mandaluyong,1.5
117946,2022-07-09,11.5,Marikina (Youth Camp),4.0
117947,2022-07-09,11.5,Mt. Aries,4.0
117948,2022-07-09,11.5,Mt. Campana,5.0
117949,2022-07-09,11.5,Mt. Oro,1.0
117950,2022-07-09,11.5,Nangka,2.0
117951,2022-07-09,11.5,Napindan,3.0
117952,2022-07-09,11.5,Pacweld,2.0
117953,2022-07-09,11.5,Pasig City Hall,0.5
117954,2022-07-09,11.5,Pintong Bukawe,0.0
117955,2022-07-09,11.5,Port Area Synop,6.0
117956,2022-07-09,11.5,San Mateo-2,0.5
117957,2022-07-09,11.5,San Pedro 9 Chapel,0.0
117958,2022-07-09,11.5,Science Garden,0.0
117959,2022-07-09,11.5,Sitio Wawa,1.0
117960,2022-07-09,11.5,Taytay,2.0
117961,2022-07-09,11.5,Valenzuela NHS,0.0
118560,2022-07-10,11.45,Airport (PAGASA),1.5
118561,2022-07-10,11.45,Antipolo,1.0
118562,2022-07-10,11.45,Bagong Nayon,1.0
118563,2022-07-10,11.45,Boso Boso,1.0
118564,2022-07-10,11.45,Calawis,0.0
118565,2022-07-10,11.45,Guadanoville,0.5
118566,2022-07-10,11.45,Ko-Phil IT Center,0.5
118567,2022-07-10,11.45,La Mesa Dam,5.0
118568,2022-07-10,11.45,Macabud,0.0
118569,2022-07-10,11.45,Mandaluyong,0.0
118570,2022-07-10,11.45,Marikina (Youth Camp),0.5
118571,2022-07-10,11.45,Mt. Aries,3.0
118572,2022-07-10,11.45,Mt. Campana,1.0
118573,2022-07-10,11.45,Mt. Oro,0.0
118574,2022-07-10,11.45,Nangka,3.0
118575,2022-07-10,11.45,Napindan,0.0
118576,2022-07-10,11.45,Pacweld,0.0
118577,2022-07-10,11.45,Pasig City Hall,0.0
118578,2022-07-10,11.45,Pintong Bukawe,0.0
118579,2022-07-10,11.45,Port Area Synop,0.0
118580,2022-07-10,11.45,San Mateo-2,4.5
118581,2022-07-10,11.45,San Pedro 9 Chapel,0.5
118582,2022-07-10,11.45,Science Garden,0.0
118583,2022-07-10,11.45,Sitio Wawa,1.0
118584,2022-07-10,11.45,Taytay,0.5
118585,2022-07-10,11.45,Valenzuela NHS,0.0
119184,2022-07-11,11.44,Airport (PAGASA),9.0
119185,2022-07-11,11.44,Antipolo,6.5
119186,2022-07-11,11.44,Bagong Nayon,9.0
119187,2022-07-11,11.44,Boso Boso,1.0
119188,2022-07-11,11.44,Calawis,0.0
119189,2022-07-11,11.44,Guadanoville,0.0
119190,2022-07-11,11.44,Ko-Phil IT Center,8.5
119191,2022-07-11,11.44,La Mesa Dam,3.0
119192,2022-07-11,11.44,Macabud,3.0
119193,2022-07-11,11.44,Mandaluyong,8.5
119194,2022-07-11,11.44,Marikina (Youth Camp),7.0
119195,2022-07-11,11.44,Mt. Aries,1.0
119196,2022-07-11,11.44,Mt. Campana,1.0
119197,2022-07-11,11.44,Mt. Oro,3.0
119198,2022-07-11,11.44,Nangka,2.0
119199,2022-07-11,11.44,Napindan,1.0
119200,2022-07-11,11.44,Pacweld,13.0
119201,2022-07-11,11.44,Pasig City Hall,1.0
119202,2022-07-11,11.44,Pintong Bukawe,4.0
119203,2022-07-11,11.44,Port Area Synop,5.0
119204,2022-07-11,11.44,San Mateo-2,1.0
119205,2022-07-11,11.44,San Pedro 9 Chapel,9.0
119206,2022-07-11,11.44,Science Garden,16.0
119207,2022-07-11,11.44,Sitio Wawa,0.0
119208,2022-07-11,11.44,Taytay,0.0
119209,2022-07-11,11.44,Valenzuela NHS,7.5
119808,2022-07-12,11.48,Airport (PAGASA),14.5
119809,2022-07-12,11.48,Antipolo,0.5
119810,2022-07-12,11.48,Bagong Nayon,0.0
119811,2022-07-12,11.48,Boso Boso,0.0
119812,2022-07-12,11.48,Calawis,0.0
119813,2022-07-12,11.48,Guadanoville,2.0
119814,2022-07-12,11.48,Ko-Phil IT Center,27.5
119815,2022-07-12,11.48,La Mesa Dam,0.0
119816,2022-07-12,11.48,Macabud,23.5
119817,2022-07-12,11.48,Mandaluyong,2.5
119818,2022-07-12,11.48,Marikina (Youth Camp),15.0
119819,2022-07-12,11.48,Mt. Aries,0.0
119820,2022-07-12,11.48,Mt. Campana,0.0
119821,2022-07-12,11.48,Mt. Oro,3.0
119822,2022-07-12,11.48,Nangka,0.0
119823,2022-07-12,11.48,Napindan,7.0
119824,2022-07-12,11.48,Pacweld,26.5
119825,2022-07-12,11.48,Pasig City Hall,1.0
119826,2022-07-12,11.48,Pintong Bukawe,3.0
119827,2022-07-12,11.48,Port Area Synop,14.5
119828,2022-07-12,11.48,San Mateo-2,0.0
119829,2022-07-12,11.48,San Pedro 9 Chapel,31.5
119830,2022-07-12,11.48,Science Garden,50.0
119831,2022-07-12,11.48,Sitio Wawa,5.0
119832,2022-07-12,11.48,Taytay,1.0
119833,2022-07-12,11.48,Valenzuela NHS,27.0
120432,2022-07-13,11.69,Airport (PAGASA),9.5
120433,2022-07-13,11.69,Antipolo,1.0
120434,2022-07-13,11.69,Bagong Nayon,0.5
120435,2022-07-13,11.69,Boso Boso,1.0
120436,2022-07-13,11.69,Calawis,0.0
120437,2022-07-13,11.69,Guadanoville,53.5
120438,2022-07-13,11.69,Ko-Phil IT Center,32.5
120439,2022-07-13,11.69,La Mesa Dam,26.5
120440,2022-07-13,11.69,Macabud,14.0
120441,2022-07-13,11.69,Mandaluyong,2.0
120442,2022-07-13,11.69,Marikina (Youth Camp),34.5
120443,2022-07-13,11.69,Mt. Aries,7.0
120444,2022-07-13,11.69,Mt. Campana,27.0
120445,2022-07-13,11.69,Mt. Oro,72.0
120446,2022-07-13,11.69,Nangka,21.0
120447,2022-07-13,11.69,Napindan,2.0
120448,2022-07-13,11.69,Pacweld,44.0
120449,2022-07-13,11.69,Pasig City Hall,6.0
120450,2022-07-13,11.69,Pintong Bukawe,0.0
120451,2022-07-13,11.69,Port Area Synop,0.5
120452,2022-07-13,11.69,San Mateo-2,77.0
120453,2022-07-13,11.69,San Pedro 9 Chapel,51.0
120454,2022-07-13,11.69,Science Garden,0.0
120455,2022-07-13,11.69,Sitio Wawa,66.0
120456,2022-07-13,11.69,Taytay,0.5
120457,2022-07-13,11.69,Valenzuela NHS,30.5
121056,2022-07-14,11.67,Airport (PAGASA),0.0
121057,2022-07-14,11.67,Antipolo,2.0
121058,2022-07-14,11.67,Bagong Nayon,1.5
121059,2022-07-14,11.67,Boso Boso,12.0
121060,2022-07-14,11.67,Calawis,0.0
121061,2022-07-14,11.67,Guadanoville,4.5
121062,2022-07-14,11.67,Ko-Phil IT Center,22.0
121063,2022-07-14,11.67,La Mesa Dam,5.5
121064,2022-07-14,11.67,Macabud,5.0
121065,2022-07-14,11.67,Mandaluyong,2.5
121066,2022-07-14,11.67,Marikina (Youth Camp),1.0
121067,2022-07-14,11.67,Mt. Aries,5.0
121068,2022-07-14,11.67,Mt. Campana,10.0
121069,2022-07-14,11.67,Mt. Oro,3.0
121070,2022-07-14,11.67,Nangka,0.0
121071,2022-07-14,11.67,Napindan,1.0
121072,2022-07-14,11.67,Pacweld,30.0
121073,2022-07-14,11.67,Pasig City Hall,2.5
121074,2022-07-14,11.67,Pintong Bukawe,1.5
121075,2022-07-14,11.67,Port Area Synop,0.5
121076,2022-07-14,11.67,San Mateo-2,1.0
121077,2022-07-14,11.67,San Pedro 9 Chapel,41.5
121078,2022-07-14,11.67,Science Garden,2.0
121079,2022-07-14,11.67,Sitio Wawa,7.0
121080,2022-07-14,11.67,Taytay,0.5
121081,2022-07-14,11.67,Valenzuela NHS,50.5
121680,2022-07-15,11.5,Airport (PAGASA),0.0
121681,2022-07-15,11.5,Antipolo,1.0
121682,2022-07-15,11.5,Bagong Nayon,0.0
121683,2022-07-15,11.5,Boso Boso,0.0
121684,2022-07-15,11.5,Calawis,0.5
121685,2022-07-15,11.5,Guadanoville,0.0
121686,2022-07-15,11.5,Ko-Phil IT Center,0.0
121687,2022-07-15,11.5,La Mesa Dam,0.0
121688,2022-07-15,11.5,Macabud,0.0
121689,2022-07-15,11.5,Mandaluyong,0.0
121690,2022-07-15,11.5,Marikina (Youth Camp),0.0
121691,2022-07-15,11.5,Mt. Aries,0.0
121692,2022-07-15,11.5,Mt. Campana,2.0
121693,2022-07-15,11.5,Mt. Oro,0.0
121694,2022-07-15,11.5,Nangka,0.0
121695,2022-07-15,11.5,Napindan,0.0
121696,2022-07-15,11.5,Pacweld,0.0
121697,2022-07-15,11.5,Pasig City Hall,0.0
121698,2022-07-15,11.5,Pintong Bukawe,4.0
121699,2022-07-15,11.5,Port Area Synop,0.0
121700,2022-07-15,11.5,San Mateo-2,0.0
121701,2022-07-15,11.5,San Pedro 9 Chapel,0.0
121702,2022-07-15,11.5,Science Garden,0.0
121703,2022-07-15,11.5,Sitio Wawa,0.0
121704,2022-07-15,11.5,Taytay,0.0
121705,2022-07-15,11.5,Valenzuela NHS,0.0
122304,2022-07-16,12.08,Airport (PAGASA),17.5
122305,2022-07-16,12.08,Antipolo,0.0
