Year,Host_City,Sport,Discipline,Event,Event_gender,Surname,Given_Name,Gender,Country,Medal
1/1/1992,Barcelona,Aquatics,Swimming,200m freestyle,W,Van almsick,Franziska,Women,Germany,Silver
1/1/1992,Barcelona,Volleyball,Volleyball,volleyball,M,Chiarotti,Douglas,Men,Brazil,Gold
1/1/1992,Barcelona,Hockey,Hockey,hockey,M,Carey,Ashley,Men,Australia,Silver
1/1/1992,Barcelona,Hockey,Hockey,hockey,M,Reitz,Christopher,Men,Germany,Gold
1/1/1992,Barcelona,Aquatics,Water polo,water polo,M,Naumov,Sergey,Men,Unified team,Bronze
1/1/1992,Barcelona,Hockey,Hockey,hockey,W,Fraser,Wendy Katrina,Women,United Kingdom,Bronze
1/1/1992,Barcelona,Baseball,Baseball,baseball,M,Kawabata,Shinichiro,Men,Japan,Bronze
1/1/1992,Barcelona,Aquatics,Swimming,100m backstroke,M,Rouse,Jeff Norman,Men,United States,Silver
1/1/1992,Barcelona,Football,Football,football,M,Lasa goicoechea,Mikel,Men,Spain,Gold
1/1/1992,Barcelona,Table Tennis,Table Tennis,doubles,W,Li,Bun Hui,Women,"Korea, North",Bronze
1/1/1992,Barcelona,Rowing,Rowing,quadruple sculls without coxswain (4x),W,Khloptseva,Elena,Women,Unified team,Bronze
1/1/1992,Barcelona,Rowing,Rowing,four without coxswain (4-),M,Mclaughlin,Jeffrey Dean,Men,United States,Silver
1/1/1992,Barcelona,Athletics,Athletics,4x400m relay,M,Tellez,Norberto,Men,Cuba,Silver
1/1/1992,Barcelona,Rowing,Rowing,eight with coxswain (8+),M,Gheorghe,Marin,Men,Romania,Silver
1/1/1992,Barcelona,Athletics,Athletics,10000m walk,W,Li,Chunxiu,Women,China,Bronze
1/1/1992,Barcelona,Cycling,Cycling Track,Team Pursuit (4000m),M,O'brien,Shaun William,Men,Australia,Silver
1/1/1992,Barcelona,Judo,Judo,78 - 86kg (middleweight),M,Legien,Waldemar,Men,Poland,Gold
1/1/1992,Barcelona,Aquatics,Swimming,200m individual medley,W,Hunger,Daniela,Women,Germany,Bronze
1/1/1992,Barcelona,Baseball,Baseball,baseball,M,Watanabe,Katsumi,Men,Japan,Bronze
1/1/1992,Barcelona,Aquatics,Swimming,4x100m medley relay,W,Choubina,Elena,Women,Unified team,Bronze
1/1/1992,Barcelona,Shooting,Shooting,10m air pistol (60 shots),M,Wang,Yifu,Men,China,Gold
1/1/1992,Barcelona,Rowing,Rowing,four-oared shell with coxswain (4-),M,Taga,Nicolaie,Men,Romania,Gold
1/1/1992,Barcelona,Wrestling,Wrestling Free.,- 48kg (light-flyweight),M,Kim,Il,Men,"Korea, North",Gold
1/1/1992,Barcelona,Athletics,Athletics,4x400m relay,M,Watts,Quincy,Men,United States,Gold
1/1/1992,Barcelona,Aquatics,Swimming,4x200m freestyle relay,M,Sadovyi,Evgueni,Men,Unified team,Gold
1/1/1992,Barcelona,Hockey,Hockey,hockey,W,Ernsting-krienke,Nadine,Women,Germany,Silver
1/1/1992,Barcelona,Baseball,Baseball,baseball,M,Fernandez rodriguez,Osvaldo,Men,Cuba,Gold
1/1/1992,Barcelona,Badminton,Badminton,doubles,W,Nong,Qunhua,Women,China,Silver
1/1/1992,Barcelona,Aquatics,Swimming,200m freestyle,W,Haislett,Nicole Lee,Women,United States,Gold
1/1/1992,Barcelona,Rowing,Rowing,coxless four (4-),W,Siech,Birte,Women,Germany,Bronze
1/1/1992,Barcelona,Athletics,Athletics,4x400m relay,M,Hall,Darnell,Men,United States,Gold
1/1/1992,Barcelona,Volleyball,Volleyball,volleyball,M,Blange,Peter,Men,Netherlands,Silver
1/1/1992,Barcelona,Handball,Handball,handball,W,Eftedal,Siri,Women,Norway,Silver
1/1/1992,Barcelona,Basketball,Basketball,basketball,M,Einikis,Gintaras,Men,Lithuania,Bronze
1/1/1992,Barcelona,Rowing,Rowing,eight with coxswain (8+),M,Robertson,Bruce,Men,Canada,Gold
1/1/1992,Barcelona,Hockey,Hockey,hockey,M,Birmingham,Warren,Men,Australia,Silver
1/1/1992,Barcelona,Athletics,Athletics,pole vault,M,Trandenkov,Igor,Men,Unified team,Silver
1/1/1992,Barcelona,Athletics,Athletics,discus throw,M,Schult,Jürgen,Men,Germany,Silver
1/1/1992,Barcelona,Shooting,Shooting,50m pistol (60 shots),M,Wang,Yifu,Men,China,Silver
1/1/1992,Barcelona,Athletics,Athletics,4x400m relay,M,Grindley,David Allan,Men,United Kingdom,Bronze
1/1/1992,Barcelona,Rowing,Rowing,quadruple sculls without coxswain (4x),M,Steinbach,Michael,Men,Germany,Gold
1/1/1992,Barcelona,Badminton,Badminton,singles,M,Stuer-lauridsen,Thomas,Men,Denmark,Bronze
1/1/1992,Barcelona,Hockey,Hockey,hockey,M,Diletti,Damon,Men,Australia,Silver
1/1/1992,Barcelona,Hockey,Hockey,hockey,W,Wild,Anke,Women,Germany,Silver
1/1/1992,Barcelona,Sailing,Sailing,flying dutchman,,Manrique,Domingo,Men,Spain,Gold
1/1/1992,Barcelona,Handball,Handball,handball,W,Lee,Mi-Young,Women,"Korea, South",Gold
1/1/1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,Donusz,Eva,Women,Hungary,Gold
1/1/1992,Barcelona,Rowing,Rowing,quadruple sculls without coxswain (4x),W,Burcica,Constanta,Women,Romania,Silver
1/1/1992,Barcelona,Judo,Judo,- 60 kg,M,Yoon,Hyun,Men,"Korea, South",Silver
1/1/1992,Barcelona,Boxing,Boxing,57 - 60kg (lightweight),M,Hong,Sung Sik,Men,"Korea, South",Bronze
1/1/1992,Barcelona,Gymnastics,Artistic G.,team competition,M,Iketani,Yukio,Men,Japan,Bronze
1/1/1992,Barcelona,Volleyball,Volleyball,volleyball,M,Carvalho,Janelson,Men,Brazil,Gold
1/1/1992,Barcelona,Table Tennis,Table Tennis,singles,W,Qiao,Hong,Women,China,Silver
1/1/1992,Barcelona,Fencing,Fencing,foil team,W,Trillini,Giovanna,Women,Italy,Gold
1/1/1992,Barcelona,Rowing,Rowing,coxless pair (2-),M,Pinsent,Matthew,Men,United Kingdom,Gold
1/1/1992,Barcelona,Fencing,Fencing,foil team,W,Zalaffi,Margherita,Women,Italy,Gold
1/1/1992,Barcelona,Boxing,Boxing,67 - 71kg (light-middleweight),M,Reid,Robin David,Men,United Kingdom,Bronze
1/1/1992,Barcelona,Wrestling,Wrestling Free.,82 - 90kg (light-heavyweight),M,Khadartsev,Makharbek,Men,Unified team,Gold
1/1/1992,Barcelona,Judo,Judo,+ 72kg (heavyweight),W,Rodriguez villanueva,Estela,Women,Cuba,Silver
1/1/1992,Barcelona,Aquatics,Swimming,4x100m medley relay,W,Osygus,Simone,Women,Germany,Silver
1/1/1992,Barcelona,Rowing,Rowing,coxless pair (2-),M,Höltzenbein,Peter,Men,Germany,Silver
1/1/1992,Barcelona,Rowing,Rowing,coxless four (4-),W,Barnes,Jennifer Kirsten,Women,Canada,Gold
1/1/1992,Barcelona,Basketball,Basketball,basketball,M,Ewing,Patrick Aloysius,Men,United States,Gold
1/1/1992,Barcelona,Aquatics,Swimming,4x100m medley relay,W,Ustrowski,Bettina,Women,Germany,Silver
1/1/1992,Barcelona,Canoe / Kayak,Canoe / Kayak S,K-1 (kayak single),M,Curinier,Sylvain,Men,France,Silver
1/1/1992,Barcelona,Fencing,Fencing,sabre team,M,Guttsayt,Vadim,Men,Unified team,Gold
1/1/1992,Barcelona,Aquatics,Swimming,4x200m freestyle relay,M,Jaffe,Scott,Men,United States,Bronze
1/1/1992,Barcelona,Gymnastics,Artistic G.,floor exercises,W,Goutsou,Tatiana,Women,Unified team,Bronze
1/1/1992,Barcelona,Aquatics,Synchronized S.,solo,W,Frechette,Sylvie,Women,Canada,Gold
1/1/1992,Barcelona,Judo,Judo,+ 72kg (heavyweight),W,Sakaue,Yoko,Women,Japan,Bronze
1/1/1992,Barcelona,Table Tennis,Table Tennis,doubles,W,Gao,Jun,Women,China,Silver
1/1/1992,Barcelona,Cycling,Cycling Track,1km time trial,M,Kelly,Shane,Men,Australia,Silver
1/1/1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),M,Sundqvist,Karl,Men,Sweden,Silver
1/1/1992,Barcelona,Aquatics,Swimming,200m butterfly,W,Wang,Xiaohong,Women,China,Silver
1/1/1992,Barcelona,Cycling,Cycling Track,Sprint indivual,M,Harnett,Curtis,Men,Canada,Bronze
1/1/1992,Barcelona,Hockey,Hockey,hockey,M,Becker,Andreas,Men,Germany,Gold
1/1/1992,Barcelona,Athletics,Athletics,4x400m relay,W,Miles,Jearl,Women,United States,Silver
1/1/1992,Barcelona,Rowing,Rowing,four-oared shell with coxswain (4-),M,Brudel,Ralf,Men,Germany,Silver
1/1/1992,Barcelona,Aquatics,Swimming,200m butterfly,W,O'neill,Susan,Women,Australia,Bronze
1/1/1992,Barcelona,Rowing,Rowing,four without coxswain (4-),M,Mirjanic,Saso,Men,Slovenia,Bronze
1/1/1992,Barcelona,Gymnastics,Artistic G.,parallel bars,M,Li,Jing,Men,China,Silver
1/1/1992,Barcelona,Volleyball,Volleyball,volleyball,M,Samuel,Alexandre,Men,Brazil,Gold
1/1/1992,Barcelona,Aquatics,Water polo,water polo,M,Michavila jover,Ruben,Men,Spain,Silver
1/1/1992,Barcelona,Gymnastics,Artistic G.,uneven bars,W,Goutsou,Tatiana,Women,Unified team,Silver
1/1/1992,Barcelona,Hockey,Hockey,hockey,M,Bestall,John Roderick,Men,Australia,Silver
1/1/1992,Barcelona,Fencing,Fencing,sabre team,M,Nebald,György,Men,Hungary,Silver
1/1/1992,Barcelona,Baseball,Baseball,baseball,M,Ajete,Omar,Men,Cuba,Gold
1/1/1992,Barcelona,Badminton,Badminton,singles,W,Huang,Hua,Women,China,Bronze
1/1/1992,Barcelona,Fencing,Fencing,foil team,M,Schreck,Ulrich Rainer,Men,Germany,Gold
1/1/1992,Barcelona,Archery,Archery,team (FITA Olympic round - 70m),M,Priestman,Richard John,Men,United Kingdom,Bronze
1/1/1992,Barcelona,Fencing,Fencing,épée team,M,Kolobkov,Pavel,Men,Unified team,Bronze
1/1/1992,Barcelona,Aquatics,Swimming,4x100m medley relay,W,Van almsick,Franziska,Women,Germany,Silver
1/1/1992,Barcelona,Rowing,Rowing,coxless four (4-),W,Mehl,Gabriele,Women,Germany,Bronze
1/1/1992,Barcelona,Hockey,Hockey,hockey,W,Atkins,Gillian,Women,United Kingdom,Bronze
1/1/1992,Barcelona,Weightlifting,Weightlifting,"75 - 82.5kg, total (light-heavyweight)",M,Siemion,Krzysztof,Men,Poland,Silver
1/1/1992,Barcelona,Rowing,Rowing,four-oared shell with coxswain (4-),M,Jankowski,Wojciech,Men,Poland,Bronze
1/1/1992,Barcelona,Equestrian,Jumping,team,,Raymakers,Piet,Men,Netherlands,Gold
1/1/1992,Barcelona,Basketball,Basketball,basketball,M,Laettner,Christian D.,Men,United States,Gold
1/1/1992,Barcelona,Judo,Judo,71 - 78kg (half-middleweight),M,Yoshida,Hidehiko,Men,Japan,Gold
1/1/1992,Barcelona,Rowing,Rowing,four without coxswain (4-),M,Manning,Patrick Francis Jr.,Men,United States,Silver
1/1/1992,Barcelona,Cycling,Cycling Track,Team Pursuit (4000m),M,Steinweg,Stefan,Men,Germany,Gold
1/1/1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),M,Reineck,Thomas,Men,Germany,Gold
1/1/1992,Barcelona,Athletics,Athletics,4x100m relay,W,Opara-thompson,Christy Thompson,Women,Nigeria,Bronze
1/1/1992,Barcelona,Equestrian,Dressage,team,,Poulin,Michael,Men,United States,Bronze
1/1/1992,Barcelona,Equestrian,Eventing,team,,Hoy,Andrew,Men,Australia,Gold
1/1/1992,Barcelona,Rowing,Rowing,eight with coxswain (8+),M,Baar,Roland,Men,Germany,Bronze
1/1/1992,Barcelona,Cycling,Cycling Road,team time trial,M,Harel,Jean-Louis,Men,France,Bronze
1/1/1992,Barcelona,Sailing,Sailing,470 - Two Person Dinghy,M,Sanchez luna,Francisco,Men,Spain,Gold
1/1/1992,Barcelona,Athletics,Athletics,4x100m relay,M,Aguilera ruiz,Jorge Luis,Men,Cuba,Bronze
1/1/1992,Barcelona,Wrestling,Wrestling Gre-R,62 - 68kg (lightweight),M,Dougoutchiev,Islam,Men,Unified team,Silver
1/1/1992,Barcelona,Rowing,Rowing,quadruple sculls without coxswain (4x),W,Peter,Birgit,Women,Germany,Gold
1/1/1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),M,Kegel,Oliver Michael,Men,Germany,Gold
1/1/1992,Barcelona,Canoe / Kayak,Canoe / Kayak S,C-2 (canoe double),M,Strausbaugh,Scott,Men,United States,Gold
1/1/1992,Barcelona,Rowing,Rowing,eight with coxswain (8+),M,Eichholz,Armin,Men,Germany,Bronze
1/1/1992,Barcelona,Basketball,Basketball,basketball,M,Komazec,Arijan,Men,Croatia,Silver
1/1/1992,Barcelona,Basketball,Basketball,basketball,W,Minkh,Irina,Women,Unified team,Gold
1/1/1992,Barcelona,Aquatics,Swimming,100m freestyle,W,Thompson,Jenny,Women,United States,Silver
1/1/1992,Barcelona,Wrestling,Wrestling Free.,52 - 57kg (bantamweight),M,Kim,Yong Sik,Men,"Korea, North",Bronze
1/1/1992,Barcelona,Sailing,Sailing,single-handed dinghy (Finn),M,Ledbetter,Brian Richard,Men,United States,Silver
1/1/1992,Barcelona,Athletics,Athletics,100m,M,Christie,Linford,Men,United Kingdom,Gold
1/1/1992,Barcelona,Shooting,Shooting,skeet (125 targets),,Zhang,Shan,Women,China,Gold
1/1/1992,Barcelona,Athletics,Athletics,3000m steeplechase,M,Sang,Patrick,Men,Kenya,Silver
1/1/1992,Barcelona,Equestrian,Jumping,team,,Romp,Bert,Men,Netherlands,Gold
1/1/1992,Barcelona,Athletics,Athletics,4x400m relay,W,Bryzgina,Olga,Women,Unified team,Gold
1/1/1992,Barcelona,Judo,Judo,- 60 kg,M,Koshino,Tadanori,Men,Japan,Bronze
1/1/1992,Barcelona,Cycling,Cycling Track,Points Race,M,Van bon,Leon,Men,Netherlands,Silver
1/1/1992,Barcelona,Volleyball,Volleyball,volleyball,W,Smirnova,Irina,Women,Unified team,Silver
1/1/1992,Barcelona,Aquatics,Swimming,4x100m medley relay,M,Ivanov,Vassili,Men,Unified team,Silver
1/1/1992,Barcelona,Baseball,Baseball,baseball,M,Valdes berriel,Jorge Luis,Men,Cuba,Gold
1/1/1992,Barcelona,Athletics,Athletics,4x100m relay,W,Trandenkova,Marina,Women,Unified team,Silver
1/1/1992,Barcelona,Cycling,Cycling Road,team time trial,M,Rich,Michael,Men,Germany,Gold
1/1/1992,Barcelona,Volleyball,Volleyball,volleyball,M,Teffer,Martin,Men,Netherlands,Silver
1/1/1992,Barcelona,Equestrian,Dressage,team,,Bontje,Ellen,Women,Netherlands,Silver
1/1/1992,Barcelona,Shooting,Shooting,10m air pistol (60 shots),M,Babii,Sorin,Men,Romania,Bronze
1/1/1992,Barcelona,Rowing,Rowing,double sculls (2x),W,Cochelea,Veronica,Women,Romania,Silver
1/1/1992,Barcelona,Hockey,Hockey,hockey,W,Martinez de murguia,Maria,Women,Spain,Gold
1/1/1992,Barcelona,Aquatics,Swimming,200m breaststroke,M,Rozsa,Norbert,Men,Hungary,Silver
1/1/1992,Barcelona,Basketball,Basketball,basketball,M,Krapikas,Gintaras,Men,Lithuania,Bronze
1/1/1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),M,Bluhm,Kay,Men,Germany,Gold
1/1/1992,Barcelona,Aquatics,Swimming,4x100m freestyle relay,M,Popov,Alexander,Men,Unified team,Silver
1/1/1992,Barcelona,Badminton,Badminton,doubles,W,Hwang,Hae-Young,Women,"Korea, South",Gold
1/1/1992,Barcelona,Aquatics,Water polo,water polo,M,Oca,Miguel Angel,Men,Spain,Silver
1/1/1992,Barcelona,Aquatics,Swimming,4x100m medley relay,W,Haislett,Nicole Lee,Women,United States,Gold
1/1/1992,Barcelona,Aquatics,Water polo,water polo,M,Campagna,Alessandro,Men,Italy,Gold
1/1/1992,Barcelona,Equestrian,Eventing,individual,,Tait,Blyth,Men,New Zealand,Bronze
1/1/1992,Barcelona,Hockey,Hockey,hockey,W,Corres giner,Celia,Women,Spain,Gold
1/1/1992,Barcelona,Equestrian,Jumping,team,,Simon,Hugo,Men,Austria,Silver
1/1/1992,Barcelona,Cycling,Cycling Track,Team Pursuit (4000m),M,Mcglede,Stephen John,Men,Australia,Silver
1/1/1992,Barcelona,Volleyball,Volleyball,volleyball,M,Held,Henk-Jan,Men,Netherlands,Silver
1/1/1992,Barcelona,Sailing,Sailing,Tornado - Multihull,,Loday,Yves,Men,France,Gold
1/1/1992,Barcelona,Aquatics,Swimming,400m individual medley,W,Sanders,Summer,Women,United States,Bronze
1/1/1992,Barcelona,Shooting,Shooting,50m rifle 3 positions (3x40 shots),M,Petikyan,Gratchia Gratsian Hrachya,Men,Unified team,Gold
1/1/1992,Barcelona,Aquatics,Swimming,4x100m freestyle relay,M,Khnykin,Pavlo,Men,Unified team,Silver
1/1/1992,Barcelona,Fencing,Fencing,foil team,M,Gregory,Elvis,Men,Cuba,Silver
1/1/1992,Barcelona,Rowing,Rowing,pair without coxswain (2-),W,Schwerzmann,Ingeburg,Women,Germany,Silver
1/1/1992,Barcelona,Hockey,Hockey,hockey,M,Muhammad,Khalid,Men,Pakistan,Bronze
1/1/1992,Barcelona,Fencing,Fencing,épée team,M,Reznitchenko,Vladimir,Men,Germany,Gold
1/1/1992,Barcelona,Athletics,Athletics,100m hurdles,W,Patoulidou,Paraskevi Voula,Women,Greece,Gold
1/1/1992,Barcelona,Rowing,Rowing,double sculls (2x),W,Lu,Huali,Women,China,Bronze
1/1/1992,Barcelona,Wrestling,Wrestling Free.,68 - 74kg (welterweight),M,Monday,Kenneth,Men,United States,Silver
1/1/1992,Barcelona,Football,Football,football,M,Gargo,Mohammed,Men,Ghana,Bronze
1/1/1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),M,Barton,Gregory Mark,Men,United States,Bronze
1/1/1992,Barcelona,Aquatics,Swimming,200m butterfly,M,Esposito,Franck,Men,France,Bronze
1/1/1992,Barcelona,Fencing,Fencing,foil team,W,Carlescu badea,Laura Gabriela,Women,Romania,Bronze
1/1/1992,Barcelona,Weightlifting,Weightlifting,"56 - 60kg, total (featherweight)",M,He,Ying-Qiang,Men,China,Bronze
1/1/1992,Barcelona,Judo,Judo,56 - 61kg (half-middleweight),W,Fleury-vachon,Catherine,Women,France,Gold
1/1/1992,Barcelona,Aquatics,Swimming,100m butterfly,M,Morales,Pablo,Men,United States,Gold
1/1/1992,Barcelona,Wrestling,Wrestling Gre-R,82 - 90kg (light-heavyweight),M,Bullmann,Maik,Men,Germany,Gold
1/1/1992,Barcelona,Baseball,Baseball,baseball,M,Ku,Kuo-Chian,Men,Taiwan,Silver
1/1/1992,Barcelona,Aquatics,Water polo,water polo,M,Kolotov,Aleksandr,Men,Unified team,Bronze
1/1/1992,Barcelona,Football,Football,football,M,Waldoch,Tomasz,Men,Poland,Silver
1/1/1992,Barcelona,Football,Football,football,M,Kumah,Samuel Ablade,Men,Ghana,Bronze
1/1/1992,Barcelona,Basketball,Basketball,basketball,M,Tabak,Zan,Men,Croatia,Silver
1/1/1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),M,Dreossi,Bruno,Men,Italy,Bronze
1/1/1992,Barcelona,Aquatics,Swimming,200m individual medley,M,Czene,Attila,Men,Hungary,Bronze
1/1/1992,Barcelona,Gymnastics,Artistic G.,team competition,W,Boguinskaia,Svetlana,Women,Unified team,Gold
1/1/1992,Barcelona,Boxing,Boxing,71-75kg,M,Byrd,Christopher,Men,United States,Silver
1/1/1992,Barcelona,Judo,Judo,48 - 52kg (half-lightweight),W,Rendle,Sharon Susan,Women,United Kingdom,Bronze
1/1/1992,Barcelona,Basketball,Basketball,basketball,W,Liu,Qing,Women,China,Silver
1/1/1992,Barcelona,Football,Football,football,M,Gesior,Dariusz,Men,Poland,Silver
1/1/1992,Barcelona,Volleyball,Volleyball,volleyball,M,Gouveia,Antonio Carlos,Men,Brazil,Gold
1/1/1992,Barcelona,Rowing,Rowing,eight with coxswain (8+),M,Dobre,Danut,Men,Romania,Silver
1/1/1992,Barcelona,Fencing,Fencing,épée team,M,Proske,Uwe Gerhard,Men,Germany,Gold
1/1/1992,Barcelona,Gymnastics,Artistic G.,vault,W,Lyssenko,Tatiana,Women,Unified team,Bronze
1/1/1992,Barcelona,Modern Pentathlon,Modern Pentath.,Team competition,M,Czyzowicz,Maciej,Men,Poland,Gold
1/1/1992,Barcelona,Rowing,Rowing,eight with coxswain (8+),W,Delehanty,Megan Catherine,Women,Canada,Gold
1/1/1992,Barcelona,Judo,Judo,48 - 52kg (half-lightweight),W,Li,Zhongyun,Women,China,Bronze
1/1/1992,Barcelona,Gymnastics,Artistic G.,rings,M,Li,Xiaosahuang,Men,China,Bronze
1/1/1992,Barcelona,Baseball,Baseball,baseball,M,Liao,Ming-Hsiung,Men,Taiwan,Silver
1/1/1992,Barcelona,Aquatics,Swimming,400m individual medley,M,Sacchi,Luca,Men,Italy,Bronze
1/1/1992,Barcelona,Aquatics,Water polo,water polo,M,Gomez,Salvador,Men,Spain,Silver
1/1/1992,Barcelona,Wrestling,Wrestling Gre-R,48 - 52kg (flyweight),M,Ter-mkrtchyan,Alfred,Men,Unified team,Silver
1/1/1992,Barcelona,Rowing,Rowing,pair-oared shell with coxswain (2+),M,Searle,Jonathan William,Men,United Kingdom,Gold
1/1/1992,Barcelona,Aquatics,Swimming,4x100m freestyle relay,M,Hudepohl,Joseph,Men,United States,Gold
1/1/1992,Barcelona,Gymnastics,Artistic G.,team competition,W,Pasca,Mirela Ana,Women,Romania,Silver
1/1/1992,Barcelona,Athletics,Athletics,long jump,W,Drechsler,Heike,Women,Germany,Gold
1/1/1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),M,Fidel,Laszlo,Men,Hungary,Silver
1/1/1992,Barcelona,Sailing,Sailing,single-handed dinghy (Europe),W,Andersen,Linda,Women,Norway,Gold
1/1/1992,Barcelona,Gymnastics,Artistic G.,rings,M,Wecker,Andreas,Men,Germany,Bronze
1/1/1992,Barcelona,Handball,Handball,handball,W,Goksor,Susann,Women,Norway,Silver
1/1/1992,Barcelona,Athletics,Athletics,4x100m relay,W,Privalova,Irina,Women,Unified team,Silver
1/1/1992,Barcelona,Cycling,Cycling Track,Team Pursuit (4000m),M,Glöckner,Michael,Men,Germany,Gold
1/1/1992,Barcelona,Rowing,Rowing,four without coxswain (4-),M,Bohrer,Thomas Robert,Men,United States,Silver
1/1/1992,Barcelona,Aquatics,Swimming,800m freestyle,W,Evans,Janet,Women,United States,Gold
1/1/1992,Barcelona,Athletics,Athletics,50km walk,M,Perlov,Andrey,Men,Unified team,Gold
1/1/1992,Barcelona,Weightlifting,Weightlifting,"+ 110kg, total (super heavyweight)",M,Taranenko,Leonid,Men,Unified team,Silver
1/1/1992,Barcelona,Aquatics,Swimming,50m freestyle,W,Zhuang,Yong,Women,China,Silver
1/1/1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,Meszaros,Erika,Women,Hungary,Gold
1/1/1992,Barcelona,Cycling,Cycling Track,sprint,W,Salumae,Erika,Women,Estonia,Gold
1/1/1992,Barcelona,Handball,Handball,handball,M,Suoraniemi,Tommy,Men,Sweden,Silver
1/1/1992,Barcelona,Handball,Handball,handball,M,Debureau,Philippe,Men,France,Bronze
1/1/1992,Barcelona,Rowing,Rowing,pair-oared shell with coxswain (2+),M,Herbert,Garry Gerard Paul,Men,United Kingdom,Gold
1/1/1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),M,Gyulay,Zsolt,Men,Hungary,Silver
1/1/1992,Barcelona,Shooting,Shooting,10m air rifle (40 shots),W,Letcheva,Vessela Nikolaeva,Women,Bulgaria,Silver
1/1/1992,Barcelona,Basketball,Basketball,basketball,M,Radja,Dino,Men,Croatia,Silver
1/1/1992,Barcelona,Archery,Archery,individual (FITA Olympic round - 70m),W,Kim,Soo-Nyung,Women,"Korea, South",Silver
1/1/1992,Barcelona,Gymnastics,Artistic G.,floor exercises,W,Milosovici,Lavinia Corina,Women,Romania,Gold
1/1/1992,Barcelona,Gymnastics,Artistic G.,floor exercises,W,Onodi,Henrietta,Women,Hungary,Silver
1/1/1992,Barcelona,Athletics,Athletics,4x400m relay,M,Lewis,Steve,Men,United States,Gold
1/1/1992,Barcelona,Rowing,Rowing,double sculls (2x),M,Zerbst,Christoph,Men,Austria,Silver
1/1/1992,Barcelona,Boxing,Boxing,60 - 63.5kg (light-welterweight),M,Vinent,Hector,Men,Cuba,Gold
1/1/1992,Barcelona,Athletics,Athletics,4x400m relay,M,Valmon,Andrew,Men,United States,Gold
1/1/1992,Barcelona,Tennis,Tennis,singles,W,Fernandez,Mary Joe,Women,United States,Bronze
1/1/1992,Barcelona,Tennis,Tennis,doubles,M,Becker,Boris Franz,Men,Germany,Gold
1/1/1992,Barcelona,Handball,Handball,handball,W,Pettersen,Karin,Women,Norway,Silver
1/1/1992,Barcelona,Sailing,Sailing,two-person keelboat open (Star),,Reynolds,Mark Jeffrey,Men,United States,Gold
1/1/1992,Barcelona,Sailing,Sailing,fleet/match race keelboat open (Soling),,Stewart,Ossie,Men,United Kingdom,Bronze
1/1/1992,Barcelona,Weightlifting,Weightlifting,"56 - 60kg, total (featherweight)",M,Suleymanoglu,Naim,Men,Turkey,Gold
1/1/1992,Barcelona,Handball,Handball,handball,M,Cato,Magnus,Men,Sweden,Silver
1/1/1992,Barcelona,Aquatics,Swimming,4x100m freestyle relay,M,Tröger,Christian,Men,Germany,Bronze
1/1/1992,Barcelona,Archery,Archery,individual (FITA Olympic round - 70m),W,Cho,Youn-Jeong,Women,"Korea, South",Gold
1/1/1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),M,Abraham,Attila,Men,Hungary,Silver
1/1/1992,Barcelona,Aquatics,Swimming,4x200m freestyle relay,M,Olsen,Jon,Men,United States,Bronze
1/1/1992,Barcelona,Aquatics,Swimming,400m freestyle,M,Holmertz,Anders,Men,Sweden,Bronze
1/1/1992,Barcelona,Cycling,Cycling Track,Team Pursuit (4000m),M,Madsen,Jimmi,Men,Denmark,Bronze
1/1/1992,Barcelona,Sailing,Sailing,Tornado - Multihull,,Henard,Nicolas,Men,France,Gold
1/1/1992,Barcelona,Canoe / Kayak,Canoe / Kayak S,K-1 (kayak single),W,Micheler-jones,Elisabeth,Women,Germany,Gold
1/1/1992,Barcelona,Volleyball,Volleyball,volleyball,W,Oden,Elaina Joyce,Women,United States,Bronze
1/1/1992,Barcelona,Volleyball,Volleyball,volleyball,W,Zetterlund,Yoko Karin,Women,United States,Bronze
1/1/1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),M,Von appen,Mario,Men,Germany,Gold
1/1/1992,Barcelona,Rowing,Rowing,quadruple sculls without coxswain (4x),W,Karsten,Ekaterina,Women,Unified team,Bronze
1/1/1992,Barcelona,Badminton,Badminton,doubles,W,Gil,Young-Ah,Women,"Korea, South",Bronze
1/1/1992,Barcelona,Aquatics,Swimming,4x100m freestyle relay,W,Stellmach,Manuela,Women,Germany,Bronze
1/1/1992,Barcelona,Aquatics,Diving,10m platform,W,Mirochina,Elena,Women,Unified team,Silver
1/1/1992,Barcelona,Boxing,Boxing,57 - 60kg (lightweight),M,Rudolph,Marco,Men,Germany,Silver
